lug_codigo;lug_id;lug_nombre;lug_nivel;lug_referencia
1;593;ECUADOR;1;
2;01;Provincia del Azuay;2;1
3;02;Provincia de Bolívar;2;1
4;03;Provincia de Cañar;2;1
5;04;Provincia del Carchi;2;1
6;05;Provincia de Cotopaxi;2;1
7;06;Provincia de Chimborazo;2;1
8;07;Provincia de El Oro;2;1
9;08;Provincia de Esmeraldas;2;1
10;09;Provincia del Guayas;2;1
11;10;Provincia de Imbabura;2;1
12;11;Provincia de Loja;2;1
13;12;Provincia de Los Ríos;2;1
14;13;Provincia de Manabí;2;1
15;14;Provincia de Morona Santiago;2;1
16;15;Provincia de Napo;2;1
17;16;Provincia de Pastaza;2;1
18;17;Provincia de Pichincha;2;1
19;18;Provincia del Tungurahua;2;1
20;19;Provincia de Zamora;2;1
21;20;Provincia de Galápagos;2;1
22;21;Provincia de Sucumbíos;2;1
23;22;Provincia de Orellana;2;1
24;23;Provincia de Santo Domingo de Los Tsáchilas;2;1
25;24;Provincia de Santa Elena;2;1
26;0101;CUENCA;3;2
27;0102;GIRON;3;2
28;0103;GUALACEO;3;2
29;0104;NABON;3;2
30;0105;PAUTE;3;2
31;0106;PUCARA;3;2
32;0107;SAN FERNANDO;3;2
33;0108;SANTA ISABEL;3;2
34;0109;SIGSIG;3;2
35;0110;OÑA;3;2
36;0111;CHORDELEG;3;2
37;0112;EL PAN;3;2
38;0113;SEVILLA DE ORO;3;2
39;0114;GUACHAPALA;3;2
40;0115;CAMILO PONCE ENRIQUEZ;3;2
41;0201;GUARANDA;3;3
42;0202;CHILLANES;3;3
43;0203;CHIMBO;3;3
44;0204;ECHEANDIA;3;3
45;0205;SAN MIGUEL;3;3
46;0206;CALUMA;3;3
47;0207;LAS NAVES;3;3
48;0301;AZOGUES;3;4
49;0302;BIBLIAN;3;4
50;0303;CAÑAR;3;4
51;0304;LA TRONCAL;3;4
52;0305;EL TAMBO;3;4
53;0306;DELEG;3;4
54;0307;SUSCAL;3;4
55;0401;TULCAN;3;5
56;0402;BOLIVAR;3;5
57;0403;ESPEJO;3;5
58;0404;MIRA;3;5
59;0405;MONTUFAR;3;5
60;0406;SAN PEDRO DE HUACA;3;5
61;0501;LATACUNGA;3;6
62;0502;LA MANA;3;6
63;0503;PANGUA;3;6
64;0504;PUJILI;3;6
65;0505;SALCEDO;3;6
66;0506;SAQUISILI;3;6
67;0507;SIGCHOS;3;6
68;0601;RIOBAMBA;3;7
69;0602;ALAUSI;3;7
70;0603;COLTA;3;7
71;0604;CHAMBO;3;7
72;0605;CHUNCHI;3;7
73;0606;GUAMOTE;3;7
74;0607;GUANO;3;7
75;0608;PALLATANGA;3;7
76;0609;PENIPE;3;7
77;0610;CUMANDA;3;7
78;0701;MACHALA;3;8
79;0702;ARENILLAS;3;8
80;0703;ATAHUALPA;3;8
81;0704;BALSAS;3;8
82;0705;CHILLA;3;8
83;0706;EL GUABO;3;8
84;0707;HUAQUILLAS;3;8
85;0708;MARCABELI;3;8
86;0709;PASAJE;3;8
87;0710;PIÑAS;3;8
88;0711;PORTOVELO;3;8
89;0712;SANTA ROSA;3;8
90;0713;ZARUMA;3;8
91;0714;LAS LAJAS;3;8
92;0801;ESMERALDAS;3;9
93;0802;ELOY ALFARO;3;9
94;0803;MUISNE;3;9
95;0804;QUININDE;3;9
96;0805;SAN LORENZO;3;9
97;0806;ATACAMES;3;9
98;0807;RIOVERDE;3;9
99;0901;GUAYAQUIL;3;10
100;0902;ALFREDO BAQUERIZO MORENO (JUJAN);3;10
101;0903;BALAO;3;10
102;0904;BALZAR;3;10
103;0905;COLIMES;3;10
104;0906;DAULE;3;10
105;0907;DURAN;3;10
106;0908;EL EMPALME;3;10
107;0909;EL TRIUNFO;3;10
108;0910;MILAGRO;3;10
109;0911;NARANJAL;3;10
110;0912;NARANJITO;3;10
111;0913;PALESTINA;3;10
112;0914;PEDRO CARBO;3;10
113;0916;SAMBORONDON;3;10
114;0918;SANTA LUCIA;3;10
115;0919;URBINA JADO;3;10
116;0920;YAGUACHI;3;10
117;0921;PLAYAS;3;10
118;0922;SIMON BOLIVAR;3;10
119;0923;CORONEL MARCELINO MARIDUEÑA;3;10
120;0924;LOMAS DE SARGENTILLO;3;10
121;0925;NOBOL;3;10
122;0927;GENERAL ANTONIO ELIZALDE;3;10
123;0928;ISIDRO AYORA;3;10
124;1001;IBARRA;3;11
125;1002;ANTONIO ANTE;3;11
126;1003;COTACACHI;3;11
127;1004;OTAVALO;3;11
128;1005;PIMAMPIRO;3;11
129;1006;SAN MIGUEL DE URCUQUI;3;11
130;1101;LOJA;3;12
131;1102;CALVAS;3;12
132;1103;CATAMAYO;3;12
133;1104;CELICA;3;12
134;1105;CHAGUARPAMBA;3;12
135;1106;ESPINDOLA;3;12
136;1107;GONZANAMA;3;12
137;1108;MACARA;3;12
138;1109;PALTAS;3;12
139;1110;PUYANGO;3;12
140;1111;SARAGURO;3;12
141;1112;SOZORANGA;3;12
142;1113;ZAPOTILLO;3;12
143;1114;PINDAL;3;12
144;1115;QUILANGA;3;12
145;1116;OLMEDO;3;12
146;1201;BABAHOYO;3;13
147;1202;BABA;3;13
148;1203;MONTALVO;3;13
149;1204;PUEBLOVIEJO;3;13
150;1205;QUEVEDO;3;13
151;1206;URDANETA;3;13
152;1207;VENTANAS;3;13
153;1208;VINCES;3;13
154;1209;PALENQUE;3;13
155;1210;BUENA FE;3;13
156;1211;VALENCIA;3;13
157;1212;MOCACHE;3;13
158;1213;QUINSALOMA;3;13
159;1301;PORTOVIEJO;3;14
160;1302;BOLIVAR;3;14
161;1303;CHONE;3;14
162;1304;EL CARMEN;3;14
163;1305;FLAVIO ALFARO;3;14
164;1306;JIPIJAPA;3;14
165;1307;JUNIN;3;14
166;1308;MANTA;3;14
167;1309;MONTECRISTI;3;14
168;1310;PAJAN;3;14
169;1311;PICHINCHA;3;14
170;1312;ROCAFUERTE;3;14
171;1313;SANTA ANA;3;14
172;1314;SUCRE;3;14
173;1315;TOSAGUA;3;14
174;1316;24 DE MAYO;3;14
175;1317;PEDERNALES;3;14
176;1318;OLMEDO;3;14
177;1319;PUERTO LOPEZ;3;14
178;1320;JAMA;3;14
179;1321;JARAMIJO;3;14
180;1322;SAN VICENTE;3;14
181;1401;MORONA;3;15
182;1402;GUALAQUIZA;3;15
183;1403;LIMON INDANZA;3;15
184;1404;PALORA;3;15
185;1405;SANTIAGO;3;15
186;1406;SUCUA;3;15
187;1407;HUAMBOYA;3;15
188;1408;SAN JUAN BOSCO;3;15
189;1409;TAISHA;3;15
190;1410;LOGROÑO;3;15
191;1411;PABLO SEXTO;3;15
192;1412;TIWINTZA;3;15
193;1501;TENA;3;16
194;1503;ARCHIDONA;3;16
195;1504;EL CHACO;3;16
196;1507;QUIJOS;3;16
197;1509;CARLOS JULIO AROSEMENA TOLA;3;16
198;1601;PASTAZA;3;17
199;1602;MERA;3;17
200;1603;SANTA CLARA;3;17
201;1604;ARAJUNO;3;17
202;1701;DISTRITO METROPOLITANO DE QUITO;3;18
203;1702;CAYAMBE;3;18
204;1703;MEJIA;3;18
205;1704;PEDRO MONCAYO;3;18
206;1705;RUMIÑAHUI;3;18
207;1706;SAN MIGUEL DE LOS BANCOS;3;18
208;1707;PEDRO VICENTE MALDONADO;3;18
209;1708;PUERTO QUITO;3;18
210;1801;AMBATO;3;19
211;1802;BAÑOS DE AGUA SANTA;3;19
212;1803;CEVALLOS;3;19
213;1804;MOCHA;3;19
214;1805;PATATE;3;19
215;1806;QUERO;3;19
216;1807;PELILEO;3;19
217;1808;PILLARO;3;19
218;1809;TISALEO;3;19
219;1901;ZAMORA;3;20
220;1902;CHINCHIPE;3;20
221;1903;NANGARITZA;3;20
222;1904;YACUAMBI;3;20
223;1905;YANTZAZA;3;20
224;1906;EL PANGUI;3;20
225;1907;CENTINELA DEL CONDOR;3;20
226;1908;PALANDA;3;20
227;1909;PAQUISHA;3;20
228;2001;SAN CRISTOBAL;3;21
229;2002;ISABELA;3;21
230;2003;SANTA CRUZ;3;21
231;2101;LAGO AGRIO;3;22
232;2102;GONZALO PIZARRO;3;22
233;2103;PUTUMAYO;3;22
234;2104;SHUSHUFINDI;3;22
235;2105;SUCUMBIOS;3;22
236;2106;CASCALES;3;22
237;2107;CUYABENO;3;22
238;2201;ORELLANA;3;23
239;2202;AGUARICO;3;23
240;2203;LA JOYA DE LOS SACHAS;3;23
241;2204;LORETO;3;23
242;2301;SANTO DOMINGO;3;24
243;2302;LA CONCORDIA;3;24
244;2401;SANTA ELENA;3;25
245;2402;LA LIBERTAD;3;25
246;2403;SALINAS;3;25
247;010171;VICTORIA DEL PORTETE (IRQUIS);4;26
248;010170;VALLE;4;26
249;010169;TURI;4;26
250;010168;TARQUI;4;26
251;010167;SININCAY;4;26
252;010166;SIDCAY;4;26
253;010165;SAYAUSI;4;26
254;010164;SANTA ANA;4;26
255;010163;SAN JOAQUIN;4;26
256;010162;RICAURTE;4;26
257;010161;QUINGEO;4;26
258;010160;PACCHA;4;26
259;010159;OCTAVIO CORDERO PALACIOS (STA. ROSA);4;26
260;010158;NULTI;4;26
261;010157;MOLLETURO;4;26
262;010156;LLACAO;4;26
263;010155;CHIQUINTAD;4;26
264;010154;CHECA (JIDCAY);4;26
265;010153;CHAUCHA;4;26
266;010152;CUMBE;4;26
267;010151;BAÑOS;4;26
268;010150;CUENCA;4;26
269;010115;HERMANO MIGUEL;4;26
270;010114;YANUNCAY;4;26
271;010113;TOTORACOCHA;4;26
272;010112;SUCRE;4;26
273;010111;SAN SEBASTIÁN;4;26
274;010110;SAN BLAS;4;26
275;010109;MONAY;4;26
276;010108;MACHÁNGARA;4;26
277;010107;HUAYNACÁPAC;4;26
278;010106;GIL RAMÍREZ DÁVALOS;4;26
279;010105;EL VECINO;4;26
280;010104;EL SAGRARIO;4;26
281;010103;EL BATÁN;4;26
282;010102;CAÑARIBAMBA;4;26
283;010101;BELLAVISTA;4;26
284;010251;ASUNCION;4;27
285;010252;SAN GERARDO;4;27
286;010250;GIRON;4;27
287;010360;SIMON BOLIVAR (CAB. EN GAÑANZOL);4;28
288;010357;SAN JUAN;4;28
289;010356;REMIGIO CRESPO TORAL (GULAG);4;28
290;010358;ZHIDMAD;4;28
291;010359;LUIS CORDERO VEGA;4;28
292;010352;DANIEL CORDOVA TORAL (EL ORIENTE);4;28
293;010353;JADAN;4;28
294;010354;MARIANO MORENO;4;28
295;010350;GUALACEO;4;28
296;010451;COCHAPATA;4;29
297;010452;EL PROGRESO (CAB. EN ZHOTA);4;29
298;010453;LAS NIEVES (CHAYA);4;29
299;010450;NABON;4;29
300;010554;EL CABO;4;30
301;010559;SAN CRISTOBAL (CARLOS ORDOÑEZ LAZO);4;30
302;010553;CHICAN (GUILLERMO ORTEGA);4;30
303;010562;DUG DUG;4;30
304;010561;TOMEBAMBA;4;30
305;010552;BULAN (JOSE VICTOR IZQUIERDO);4;30
306;010556;GUARAINAG;4;30
307;010550;PAUTE;4;30
308;010652;SAN RAFAEL DE SHARUG;4;31
309;010650;PUCARA;4;31
310;010751;CHUMBLIN;4;32
311;010750;SAN FERNANDO;4;32
312;010851;ABDON CALDERON (LA UNION);4;33
313;010854;SAN SALVADOR DE CAÑARIBAMBA;4;33
314;010853;ZHAGLLI (SHAGLLI );4;33
315;010852;EL CARMEN DE PIJILI;4;33
316;010850;SANTA ISABEL (CHAGUARURCO);4;33
317;010952;GIMA;4;34
318;010956;SAN JOSE DE RARANGA;4;34
319;010951;CUCHIL (CUTCHIL);4;34
320;010954;LUDO;4;34
321;010953;GUEL;4;34
322;010955;SAN BARTOLOME;4;34
323;010950;SIGSIG;4;34
324;011051;SUSUDEL;4;35
325;011050;SAN FELIPE DE OÑA;4;35
326;011151;PRINCIPAL;4;36
327;011153;LUIS GALARZA ORELLANA (CAB. EN DELEGSOL);4;36
328;011154;SAN MARTIN DE PUZHIO;4;36
329;011152;LA UNION;4;36
330;011150;CHORDELEG;4;36
331;011253;SAN VICENTE;4;37
332;011250;EL PAN;4;37
333;011352;PALMAS;4;38
334;011351;AMALUZA;4;38
335;011350;SEVILLA DE ORO;4;38
336;011450;GUACHAPALA;4;39
337;011550;CAMILO PONCE ENRIQUEZ;4;40
338;020156;SAN LORENZO;4;41
339;020157;SAN SIMON (YACOTO);4;41
340;020158;SANTA FE (SANTA FE);4;41
341;020153;JULIO MORENO (CATANAHUAN GRANDE);4;41
342;020155;SALINAS;4;41
343;020159;SIMIATUG;4;41
344;020160;SAN LUIS DE PAMBIL;4;41
345;020151;FACUNDO VELA;4;41
346;020150;GUARANDA;4;41
347;020101;ÁNGEL POLIBIO CHÁVES;4;41
348;020102;GABRIEL IGNACIO VEINTIMILLA;4;41
349;020103;GUANUJO;4;41
350;020251;SAN JOSE DEL TAMBO (TAMBOPAMBA);4;42
351;020250;CHILLANES;4;42
352;020354;SAN SEBASTIAN;4;43
353;020353;MAGDALENA (CHAPACOTO);4;43
354;020355;TELIMBELA;4;43
355;020351;ASUNCION (ASANCOTO);4;43
356;020350;SAN JOSE DE CHIMBO;4;43
357;020450;ECHEANDIA;4;44
358;020553;REGULO DE MORA;4;45
359;020552;BILOVAN;4;45
360;020554;SAN PABLO (SAN PABLO DE ATENAS);4;45
361;020556;SAN VICENTE;4;45
362;020551;BALSAPAMBA;4;45
363;020555;SANTIAGO;4;45
364;020550;SAN MIGUEL;4;45
365;020650;CALUMA;4;46
366;020750;LAS NAVES;4;47
367;020701;LAS MERCEDES;4;47
368;020702;LAS NAVES;4;47
369;030158;SAN MIGUEL;4;48
370;030154;JAVIER LOYOLA (CHUQUIPATA);4;48
371;030151;COJITAMBO;4;48
372;030155;LUIS CORDERO;4;48
373;030160;TADAY;4;48
374;030153;GUAPAN;4;48
375;030156;PINDILIG;4;48
376;030157;RIVERA;4;48
377;030150;AZOGUES;4;48
378;030101;AURELIO BAYAS MARTÍNEZ;4;48
379;030102;AZOGUES;4;48
380;030103;BORRERO;4;48
381;030104;SAN FRANCISCO;4;48
382;030253;TURUPAMBA;4;49
383;030252;SAN FRANCISCO DE SAGEO;4;49
384;030251;NAZON (CAB. EN PAMPA DE DOMINGUEZ);4;49
385;030254;JERUSALEN;4;49
386;030250;BIBLIAN;4;49
387;030352;CHOROCOPTE;4;50
388;030355;HONORATO VASQUEZ (TAMBO VIEJO);4;50
389;030358;SAN ANTONIO;4;50
390;030354;GUALLETURO;4;50
391;030363;DUCUR;4;50
392;030357;JUNCAL;4;50
393;030361;ZHUD;4;50
394;030356;INGAPIRCA;4;50
395;030351;CHONTAMARCA;4;50
396;030353;GENERAL MORALES (SOCARTE);4;50
397;030362;VENTURA;4;50
398;030350;CAÑAR;4;50
399;030452;PANCHO NEGRO;4;51
400;030451;MANUEL J. CALLE;4;51
401;030450;LA TRONCAL;4;51
402;030550;EL TAMBO;4;52
403;030651;SOLANO;4;53
404;030650;DELEG;4;53
405;030750;SUSCAL;4;54
406;040155;PIOTER;4;55
407;040161;SANTA MARTHA DE CUBA;4;55
408;040151;EL CARMELO (EL PUN);4;55
409;040153;JULIO ANDRADE (OREJUELA);4;55
410;040158;URBINA (TAYA);4;55
411;040157;TUFIÑO;4;55
412;040154;MALDONADO;4;55
413;040159;EL CHICAL;4;55
414;040156;TOBAR DONOSO (LA BOCANA DE CAMUMBI);4;55
415;040150;TULCAN;4;55
416;040101;GONZÁLEZ SUÁREZ;4;55
417;040102;TULCÁN;4;55
418;040253;MONTE OLIVO;4;56
419;040255;SAN RAFAEL;4;56
420;040254;SAN VICENTE DE PUSIR;4;56
421;040252;LOS ANDES;4;56
422;040251;GARCIA MORENO;4;56
423;040250;BOLIVAR;4;56
424;040353;SAN ISIDRO;4;57
425;040352;LA LIBERTAD (ALIZO);4;57
426;040351;EL GOALTAL;4;57
427;040350;EL ANGEL;4;57
428;040453;JUAN MONTALVO (SAN IGNACIO DE QUIL);4;58
429;040451;CONCEPCION;4;58
430;040452;JIJON Y CAAMAÑO (CAB. EN RIO BLANCO);4;58
431;040450;MIRA (CHONTAHUASI);4;58
432;040555;PIARTAL;4;59
433;040553;FERNANDEZ SALVADOR;4;59
434;040554;LA PAZ;4;59
435;040551;CRISTOBAL COLON;4;59
436;040552;CHITAN DE NAVARRETE;4;59
437;040550;SAN GABRIEL;4;59
438;040501;GONZÁLEZ SUÁREZ;4;59
439;040502;SAN JOSÉ;4;59
440;040651;MARISCAL SUCRE;4;60
441;040650;HUACA;4;60
442;050152;BELISARIO QUEVEDO (GUANAILIN);4;61
443;050157;11 DE NOVIEMBRE (ILINCHISI);4;61
444;050158;POALO;4;61
445;050151;ALAQUES (ALAQUEZ);4;61
446;050154;JOSEGUANGO BAJO;4;61
447;050153;GUAITACAMA (GUAYTACAMA);4;61
448;050161;TANICUCHI;4;61
449;050162;TOACASO;4;61
450;050156;MULALO;4;61
451;050159;SAN JUAN DE PASTOCALLE;4;61
452;050150;LATACUNGA;4;61
453;050101;ELOY ALFARO  (SAN FELIPE);4;61
454;050102;IGNACIO FLORES (PARQUE FLORES);4;61
455;050103;JUAN MONTALVO (SAN SEBASTIÁN);4;61
456;050104;LA MATRIZ;4;61
457;050105;SAN BUENAVENTURA;4;61
458;050251;GUASAGANDA (CAB. EN GUASAGANDA CENTRO);4;62
459;050252;PUCAYACU;4;62
460;050250;LA MANA;4;62
461;050201;EL CARMEN;4;62
462;050202;LA MANÁ;4;62
463;050203;EL TRIUNFO;4;62
464;050352;PINLLOPATA;4;63
465;050353;RAMON CAMPAÑA;4;63
466;050351;MORASPUNGO;4;63
467;050350;EL CORAZON;4;63
468;050451;ANGAMARCA;4;64
469;050456;PILALO;4;64
470;050455;LA VICTORIA;4;64
471;050458;ZUMBAHUA;4;64
472;050457;TINGO;4;64
473;050453;GUANGAJE;4;64
474;050450;PUJILI;4;64
475;050551;ANTONIO JOSE HOLGUIN (SANTA LUCIA);4;65
476;050553;MULALILLO;4;65
477;050555;PANSALEO;4;65
478;050552;CUSUBAMBA;4;65
479;050554;MULLIQUINDIL (SANTA ANA);4;65
480;050550;SAN MIGUEL;4;65
481;050652;CHANTILIN;4;66
482;050651;CANCHAGUA;4;66
483;050653;COCHAPAMBA;4;66
484;050650;SAQUISILI;4;66
485;050751;CHUGCHILLAN;4;67
486;050752;ISINLIVI;4;67
487;050753;LAS PAMPAS;4;67
488;050754;PALO QUEMADO;4;67
489;050750;SIGCHOS;4;67
490;060154;FLORES;4;68
491;060156;LICTO;4;68
492;060161;SAN LUIS;4;68
493;060158;PUNIN;4;68
494;060157;PUNGALA;4;68
495;060151;CACHA (CAB. EN MACHANGARA);4;68
496;060153;CUBIJIES;4;68
497;060155;LICAN;4;68
498;060159;QUIMIAG;4;68
499;060152;CALPI;4;68
500;060160;SAN JUAN;4;68
501;060150;RIOBAMBA;4;68
502;060101;LIZARZABURU;4;68
503;060102;MALDONADO;4;68
504;060103;VELASCO;4;68
505;060104;VELOZ;4;68
506;060105;YARUQUÍES;4;68
507;060256;PISTISHI (NARIZ DEL DIABLO);4;69
508;060258;SEVILLA;4;69
509;060257;PUMALLACTA;4;69
510;060254;HUIGRA;4;69
511;060253;GUASUNTOS;4;69
512;060251;ACHUPALLAS;4;69
513;060259;SIBAMBE;4;69
514;060260;TIXAN;4;69
515;060255;MULTITUD;4;69
516;060250;ALAUSI;4;69
517;060352;COLUMBE;4;70
518;060353;JUAN DE VELASCO (PANGOR);4;70
519;060351;CAÑI;4;70
520;060354;SANTIAGO DE QUITO (CAB. EN SAN ANTONIO DE QUITO);4;70
521;060354;QUITO);4;70
522;060350;VILLA LA UNION (CAJABAMBA);4;70
523;060301;CAJABAMBA;4;70
524;060302;SICALPA;4;70
525;060450;CHAMBO;4;71
526;060554;LLAGOS;4;72
527;060552;COMPUD;4;72
528;060551;CAPZOL;4;72
529;060553;GONZOL;4;72
530;060550;CHUNCHI;4;72
531;060652;PALMIRA;4;73
532;060651;CEBADAS;4;73
533;060650;GUAMOTE;4;73
534;060755;SAN GERARDO DE PACAICAGUAN;4;74
535;060753;LA PROVIDENCIA;4;74
536;060759;VALPARAISO;4;74
537;060752;ILAPO;4;74
538;060757;SAN JOSE DEL CHAZO;4;74
539;060756;SAN ISIDRO DE PATULU;4;74
540;060758;SANTA FE DE GALAN;4;74
541;060751;GUANANDO;4;74
542;060754;SAN ANDRES;4;74
543;060750;GUANO;4;74
544;060701;EL ROSARIO;4;74
545;060702;LA MATRIZ;4;74
546;060850;PALLATANGA;4;75
547;060955;LA CANDELARIA;4;76
548;060954;SAN ANTONIO DE BAYUSHIG;4;76
549;060952;MATUS;4;76
550;060951;EL ALTAR;4;76
551;060953;PUELA;4;76
552;060956;BILBAO (CAB. EN QUILLUYACU);4;76
553;060950;PENIPE;4;76
554;061050;CUMANDA;4;77
555;070150;MACHALA;4;78
556;070152;EL RETIRO;4;78
557;070101;LA PROVIDENCIA;4;78
558;070102;MACHALA;4;78
559;070103;PUERTO BOLÍVAR;4;78
560;070104;NUEVE DE MAYO;4;78
561;070105;EL CAMBIO;4;78
562;070250;ARENILLAS;4;79
563;070254;PALMALES;4;79
564;070255;CARCABON;4;79
565;070251;CHACRAS;4;79
566;070350;PACCHA;4;80
567;070354;SAN JOSE;4;80
568;070353;MILAGRO;4;80
569;070352;CORDONCILLO;4;80
570;070351;AYAPAMBA;4;80
571;070355;SAN JUAN DE CERRO AZUL;4;80
572;070450;BALSAS;4;81
573;070451;BELLAMARIA;4;81
574;070550;CHILLA;4;82
575;070650;EL GUABO;4;83
576;070652;LA IBERIA;4;83
577;070651;BARBONES (SUCRE);4;83
578;070654;RIO BONITO;4;83
579;070653;TENDALES (CAB. EN PUERTO TENDALES);4;83
580;070750;HUAQUILLAS;4;84
581;070701;ECUADOR;4;84
582;070702;EL PARAÍSO;4;84
583;070703;HUALTACO;4;84
584;070704;MILTON REYES;4;84
585;070705;UNIÓN LOJANA;4;84
586;070850;MARCABELI;4;85
587;070851;EL INGENIO;4;85
588;070950;PASAJE;4;86
589;070951;BUENAVISTA;4;86
590;070955;UZHCURRUMI;4;86
591;070952;CASACAY;4;86
592;070953;LA PEAÑA;4;86
593;070956;CAÑAQUEMADA;4;86
594;070954;PROGRESO;4;86
595;070901;BOLÍVAR;4;86
596;070902;LOMA DE FRANCO;4;86
597;070903;OCHOA LEÓN (MATRIZ);4;86
598;070904;TRES CERRITOS;4;86
599;071050;PIÑAS;4;87
600;071051;CAPIRO (CAB. EN LA CAPILLA DE CAPIRO);4;87
601;071055;SAN ROQUE (AMBROSIO MALDONADO);4;87
602;071052;LA BOCANA;4;87
603;071056;SARACAY;4;87
604;071054;PIEDRAS;4;87
605;071053;MOROMORO (CAB. EN EL VADO);4;87
606;071001;LA MATRIZ;4;87
607;071002;LA SUSAYA;4;87
608;071003;PIÑAS GRANDE;4;87
609;071150;PORTOVELO;4;88
610;071153;SALATI;4;88
611;071151;CURTINCAPA;4;88
612;071152;MORALES;4;88
613;071250;SANTA ROSA;4;89
614;071255;TORATA;4;89
615;071253;LA AVANZADA;4;89
616;071254;SAN ANTONIO;4;89
617;071251;BELLAVISTA;4;89
618;071257;BELLAMARIA;4;89
619;071256;VICTORIA;4;89
620;071252;JAMBELI;4;89
621;071201;SANTA ROSA;4;89
622;071202;PUERTO JELÍ;4;89
623;071203;BALNEARIO JAMBELÍ (SATÉLITE);4;89
624;071204;JUMÓN (SATÉLITE);4;89
625;071205;NUEVO SANTA ROSA;4;89
626;071350;ZARUMA;4;90
627;071356;MALVAS;4;90
628;071357;MULUNCAY GRANDE;4;90
629;071352;ARCAPAMBA;4;90
630;071354;GUIZHAGUIÑA;4;90
631;071358;SINSAO;4;90
632;071355;HUERTAS;4;90
633;071359;SALVIAS;4;90
634;071353;GUANAZAN;4;90
635;071351;ABAÑIN;4;90
636;071450;LA VICTORIA;4;91
637;071451;LA LIBERTAD;4;91
638;071452;EL PARAISO;4;91
639;071453;SAN ISIDRO;4;91
640;071401;LA VICTORIA;4;91
641;071402;PLATANILLOS;4;91
642;071403;VALLE HERMOSO;4;91
643;080153;CORONEL CARLOS CONCHA TORRES (CAB. EN HUELE);4;92
644;080159;MAJUA;4;92
645;080165;TABIAZO;4;92
646;080154;CHINCA;4;92
647;080163;SAN MATEO;4;92
648;080168;VUELTA LARGA;4;92
649;080166;TACHINA;4;92
650;080152;CAMARONES (CAB. EN SAN VICENTE);4;92
651;080150;ESMERALDAS;4;92
652;080101;BARTOLOMÉ RUIZ (CÉSAR FRANCO CARRIÓN);4;92
653;080102;5 DE AGOSTO;4;92
654;080103;ESMERALDAS;4;92
655;080104;LUIS TELLO  (LAS PALMAS);4;92
656;080105;SIMÓN PLATA TORRES;4;92
657;080259;SANTO DOMINGO DE ONZOLE;4;93
658;080261;TELEMBI;4;93
659;080255;LUIS VARGAS TORRES (CAB. EN PLAYA DE ORO);4;93
660;080252;ATAHUALPA (CAB. EN CAMARONES);4;93
661;080258;SAN FRANCISCO DE ONZOLE;4;93
662;080263;SAN JOSE DE CAYAPAS;4;93
663;080260;SELVA ALEGRE;4;93
664;080264;TIMBIRE;4;93
665;080262;COLON ELOY DEL MARIA;4;93
666;080251;ANCHAYACU;4;93
667;080256;MALDONADO;4;93
668;080265;SANTA LUCIA DE LAS PEÑAS;4;93
669;080253;BORBON;4;93
670;080254;LA TOLA;4;93
671;080257;PAMPANAL DE BOLIVAR;4;93
672;080250;VALDEZ (LIMONES);4;93
673;080355;SALIMA;4;94
674;080358;SAN JOSE DE CHAMANGA;4;94
675;080352;DAULE;4;94
676;080351;BOLIVAR;4;94
677;080357;SAN GREGORIO;4;94
678;080354;QUINGUE (OLMEDO PERDOMO FRANCO);4;94
679;080356;SAN FRANCISCO;4;94
680;080353;GALERA;4;94
681;080350;MUISNE;4;94
682;080455;LA UNION;4;95
683;080453;MALIMPIA;4;95
684;080452;CHURA (CHANCAMA) (CAB. EN EL YERBERO);4;95
685;080451;CUBE;4;95
686;080454;VICHE;4;95
687;080450;ROSA ZARATE (QUININDE);4;95
688;080555;5 DE JUNIO (CAB. EN UIMBI);4;96
689;080551;ALTO TAMBO (CAB EN GUADUAL);4;96
690;080562;URBINA;4;96
691;080558;SAN JAVIER DE CACHAVI (CAB. EN SAN JAVIER);4;96
692;080559;SANTA RITA;4;96
693;080556;CONCEPCION;4;96
694;080554;CARONDELET;4;96
695;080553;CALDERON;4;96
696;080561;TULULBI (CAB. EN RICAURTE);4;96
697;080560;TAMBILLO;4;96
698;080557;MATAJE (CAB. EN SANTANDER);4;96
699;080552;ANCON (PICHANGAL) (CAB. EN PALMA REAL);4;96
700;080550;SAN LORENZO;4;96
701;080651;LA UNION;4;97
702;080653;TONCHIGUE;4;97
703;080652;SUA (CAB. EN LA BOCANA);4;97
704;080654;TONSUPA;4;97
705;080650;ATACAMES;4;97
706;080752;CHUMUNDE;4;98
707;080751;CHONTADURO;4;98
708;080755;ROCAFUERTE;4;98
709;080754;MONTALVO (CAB EN HORQUETA);4;98
710;080753;LAGARTO;4;98
711;080750;RIOVERDE;4;98
712;090158;TENGUEL;4;99
713;090157;PUNA;4;99
714;090156;POSORJA;4;99
715;090153;MORRO;4;99
716;090152;JUAN GOMEZ RENDON (PROGRESO);4;99
717;090150;GUAYAQUIL;4;99
718;090101;AYACUCHO;4;99
719;090102;BOLÍVAR  (SAGRARIO);4;99
720;090103;CARBO (CONCEPCIÓN);4;99
721;090104;FEBRES CORDERO;4;99
722;090105;GARCÍA MORENO;4;99
723;090106;LETAMENDI;4;99
724;090107;NUEVE DE OCTUBRE;4;99
725;090108;OLMEDO  (SAN ALEJO);4;99
726;090109;ROCA;4;99
727;090110;ROCAFUERTE;4;99
728;090111;SUCRE;4;99
729;090112;TARQUI;4;99
730;090113;URDANETA;4;99
